"Nom","Description synopsis","Nom Saison","Titre Épisode","Description Épisode","Durée","Épisodes Inclus","Nom Fichier Image"
"My Hero Academia","Henshū - Dans un monde où 80% de la population mondiale possède des super-pouvoirs, ici nommés ""Alters"", n'importe qui peut devenir un héros ou, s'il le souhaite, un criminel. Nous suivons les aventures d'Izuku Midoriya, l'un des rares humains ne possédant pas d'alter, qui rêve pourtant de rejoindre la filière super-héroïque de la grande académie Yuei et de devenir un jour un des plus grands héros de son époque, à l'image de son héros, All Might !","L'Ascension du Mal (Saisons 3-4-5-6)","Izuku Midoriya : Origines II","Seconde moitié de l'entraînement des secondes A et B. Il est l'heure pour Bakugo et Izuku de montrer le fruit de leurs efforts... mais à quel prix ?","1:11:50","09 - 12 (Saison 5)","30_My Hero Academia_Izuku Midoriya _ Origines II.webp"
"My Hero Academia","Henshū - Dans un monde où 80% de la population mondiale possède des super-pouvoirs, ici nommés ""Alters"", n'importe qui peut devenir un héros ou, s'il le souhaite, un criminel. Nous suivons les aventures d'Izuku Midoriya, l'un des rares humains ne possédant pas d'alter, qui rêve pourtant de rejoindre la filière super-héroïque de la grande académie Yuei et de devenir un jour un des plus grands héros de son époque, à l'image de son héros, All Might !","L'Ascension du Mal (Saisons 3-4-5-6)","My Villain Academia","L'Armée de Libération des Super-Pouvoirs entre en scène, menée par Redestro, elle veut renverser le système pour permettre à tout le monde d'utiliser son alter à 100%. L'Alliance des super-vilains va être amenée à s'entraîner et se développer si elle veut atteindre ses objectifs.","1:55:35","12 + 14 + 20 - 24  (Saison 5)","30_My Hero Academia_My Villain Academia.webp"
"My Hero Academia","Henshū - Dans un monde où 80% de la population mondiale possède des super-pouvoirs, ici nommés ""Alters"", n'importe qui peut devenir un héros ou, s'il le souhaite, un criminel. Nous suivons les aventures d'Izuku Midoriya, l'un des rares humains ne possédant pas d'alter, qui rêve pourtant de rejoindre la filière super-héroïque de la grande académie Yuei et de devenir un jour un des plus grands héros de son époque, à l'image de son héros, All Might !","L'Ascension du Mal (Saisons 3-4-5-6)","Un pas après l'autre","Pour le réveillon du Nouvel An, les élèves de Yuei ont obtenu une autorisation spéciale pour passer un jour chez eux. Mais dès le lendemain, c'est le retour sur le terrain avec le début de l'apprentissage. À l'agence d'Endeavor, Izuku, Katsuki et Shoto ont vite affaire à un vilain qui sème la pagaille. Au cours de l'intervention, ils croisent Hawks, mais ce dernier se comporte bizarrement...","1:29:02","13 - 18 + 25 (Saison 5)","30_My Hero Academia_Un pas après l_autre.webp"
"My Hero Academia","Henshū - Dans un monde où 80% de la population mondiale possède des super-pouvoirs, ici nommés ""Alters"", n'importe qui peut devenir un héros ou, s'il le souhaite, un criminel. Nous suivons les aventures d'Izuku Midoriya, l'un des rares humains ne possédant pas d'alter, qui rêve pourtant de rejoindre la filière super-héroïque de la grande académie Yuei et de devenir un jour un des plus grands héros de son époque, à l'image de son héros, All Might !","L'Ascension du Mal (Saisons 3-4-5-6)","Hôpital","Grâce aux efforts considérables de Hawks, les héros ont préparé une opération de grande ampleur contre la toute nouvelle Ligue de libération des super-pouvoirs. Tant les héros professionnels que les élèves en filière héroïque auront leur rôle à jouer dans une guerre qui s'annonce aussi acharnée que démesurée...","02:00:56","19 + 25 (Saison 5) + 01 - 05 (Saison 6)","30_My Hero Academia_Hôpital.webp"
"My Hero Academia","Henshū - Dans un monde où 80% de la population mondiale possède des super-pouvoirs, ici nommés ""Alters"", n'importe qui peut devenir un héros ou, s'il le souhaite, un criminel. Nous suivons les aventures d'Izuku Midoriya, l'un des rares humains ne possédant pas d'alter, qui rêve pourtant de rejoindre la filière super-héroïque de la grande académie Yuei et de devenir un jour un des plus grands héros de son époque, à l'image de son héros, All Might !","L'Ascension du Mal (Saisons 3-4-5-6)","La Guerre de Libération","Tomura Shigaraki est sorti de son sommeil et fait des ravages considérables. Tous les héros convergent vers lui, mais il se dirige vers les civils en cours d'évacuation. Conscient que c'est après lui qu'il en a, Izuku décide de l'attirer le plus loin possible de tout le monde.","02:37:03","06 - 14 (Saison 6)","30_My Hero Academia_La Guerre de Libération.webp"
"My Hero Academia","Henshū - Dans un monde où 80% de la population mondiale possède des super-pouvoirs, ici nommés ""Alters"", n'importe qui peut devenir un héros ou, s'il le souhaite, un criminel. Nous suivons les aventures d'Izuku Midoriya, l'un des rares humains ne possédant pas d'alter, qui rêve pourtant de rejoindre la filière super-héroïque de la grande académie Yuei et de devenir un jour un des plus grands héros de son époque, à l'image de son héros, All Might !","L'Ascension du Mal (Saisons 3-4-5-6)","Un feu qui s'éteint","Le Tartare, une prison de haute sécurité réservée aux détenteurs d'Alters les plus dangereux. Plus ils sont dangereux, plus ils sont enfermés loin sous le niveau de la mer. All for One est évidemment au niveau le plus profond, mais rien ne dit que ça préserve la société de son nouveau plan...","01:23:42","14 - 18 (Saison 6)","30_My Hero Academia_Un feu qui s_éteint.webp"
"My Hero Academia","Henshū - Dans un monde où 80% de la population mondiale possède des super-pouvoirs, ici nommés ""Alters"", n'importe qui peut devenir un héros ou, s'il le souhaite, un criminel. Nous suivons les aventures d'Izuku Midoriya, l'un des rares humains ne possédant pas d'alter, qui rêve pourtant de rejoindre la filière super-héroïque de la grande académie Yuei et de devenir un jour un des plus grands héros de son époque, à l'image de son héros, All Might !","Acte Final (Saisons 6-7)","L'Évadé","Deku affronte les envoyés d'All for One l'un après l'autre. Bien vite en piteux état, submergé par le poids de sa mission, il est sur le point de céder face à Dictator lorsqu'il est secouru par ses camarades de la seconde A... qui comptent bien le ramener à Yuei et ne sont pas là pour lui faire de cadeaux.","02:20:28","19 - 25 (Saison 6)","30_My Hero Academia_L_Évadé.webp"
"Dragon Ball","Yabaï - Alors qu'elle parcourt les routes de montagnes à moto, Bulma fait une bien étrange rencontre en la personne de Sangoku, un petit garçon étonnamment fort, résistant et possédant une queue, comme les singes. Il possède un trésor qu'elle recherche, une boule de cristal, mais ne veut pas la lui céder, c'est un cadeaux que lui a laissé son grand-père Sangohan. Ils trouvent finalement un compromis, et Sangoku part avec elle à la recherche des 7 boules de cristal dont on dit qu'elles exaucent n'importe quel souhait une fois réunis.","Son Goku","A la recherche des Dragon Balls","Goku et Bulma font équipe pour trouver des Dragon Balls. Les réunir invoquerait le « dieu dragon » qui exauce les vœux.","1:45:13","1 - 6","31_Dragon Ball_A la recherche des Dragon Balls.webp"
"Dragon Ball","Yabaï - Alors qu'elle parcourt les routes de montagnes à moto, Bulma fait une bien étrange rencontre en la personne de Sangoku, un petit garçon étonnamment fort, résistant et possédant une queue, comme les singes. Il possède un trésor qu'elle recherche, une boule de cristal, mais ne veut pas la lui céder, c'est un cadeaux que lui a laissé son grand-père Sangohan. Ils trouvent finalement un compromis, et Sangoku part avec elle à la recherche des 7 boules de cristal dont on dit qu'elles exaucent n'importe quel souhait une fois réunis.","Son Goku","Le Roi et le Singe","Goku, Bulma et Oolong arrivent au Mont Fry-Pan, suivis de près par Yamcha et Puar. Là, ils rencontrent le Roi Buffle, qui vit dans le château du Mont Fry-Pan.","1:45:00","7 - 13","31_Dragon Ball_Le Roi et le Singe.webp"
"Dragon Ball","Yabaï - Alors qu'elle parcourt les routes de montagnes à moto, Bulma fait une bien étrange rencontre en la personne de Sangoku, un petit garçon étonnamment fort, résistant et possédant une queue, comme les singes. Il possède un trésor qu'elle recherche, une boule de cristal, mais ne veut pas la lui céder, c'est un cadeaux que lui a laissé son grand-père Sangohan. Ils trouvent finalement un compromis, et Sangoku part avec elle à la recherche des 7 boules de cristal dont on dit qu'elles exaucent n'importe quel souhait une fois réunis.","21e Tenkaichi Budokai","L'Entraînement selon l'Ermite","Goku se dirige vers l'île de Tortue Géniale. Soudain, un autre garçon nommé Krillin demande une formation au Maître.","1:45:00","14 - 20","31_Dragon Ball_L_Entraînement selon l_Ermite.webp"
"Dragon Ball","Yabaï - Alors qu'elle parcourt les routes de montagnes à moto, Bulma fait une bien étrange rencontre en la personne de Sangoku, un petit garçon étonnamment fort, résistant et possédant une queue, comme les singes. Il possède un trésor qu'elle recherche, une boule de cristal, mais ne veut pas la lui céder, c'est un cadeaux que lui a laissé son grand-père Sangohan. Ils trouvent finalement un compromis, et Sangoku part avec elle à la recherche des 7 boules de cristal dont on dit qu'elles exaucent n'importe quel souhait une fois réunis.","21e Tenkaichi Budokai","Le 21e Tenkaichi Budokai","Les quarts de finale commencent ! Krillin participe au premier match contre Bacterian, un géant dont la puanteur submerge l'ennemi.","2:10:39","21 - 28","31_Dragon Ball_Le 21e Tenkaichi Budokai.webp"
"Dragon Ball","Yabaï - Alors qu'elle parcourt les routes de montagnes à moto, Bulma fait une bien étrange rencontre en la personne de Sangoku, un petit garçon étonnamment fort, résistant et possédant une queue, comme les singes. Il possède un trésor qu'elle recherche, une boule de cristal, mais ne veut pas la lui céder, c'est un cadeaux que lui a laissé son grand-père Sangohan. Ils trouvent finalement un compromis, et Sangoku part avec elle à la recherche des 7 boules de cristal dont on dit qu'elles exaucent n'importe quel souhait une fois réunis.","Armée du Red Ribon","Le Red Ribon","La rivière du village de Nam est à sec et Goku découvre qu'un barrage a été construit en amont par Giran et ses camarades.","1:55:04","29 + 34 - 42","31_Dragon Ball_Le Red Ribon.webp"
"Dragon Ball","Yabaï - Alors qu'elle parcourt les routes de montagnes à moto, Bulma fait une bien étrange rencontre en la personne de Sangoku, un petit garçon étonnamment fort, résistant et possédant une queue, comme les singes. Il possède un trésor qu'elle recherche, une boule de cristal, mais ne veut pas la lui céder, c'est un cadeaux que lui a laissé son grand-père Sangohan. Ils trouvent finalement un compromis, et Sangoku part avec elle à la recherche des 7 boules de cristal dont on dit qu'elles exaucent n'importe quel souhait une fois réunis.","Armée du Red Ribon","Le Commandant Blue","Goku atteint West City mais ne sait pas où trouver Bulma.","2:44:48","43 + 44 + 46 - 57","31_Dragon Ball_Le Commandant Blue.webp"
"Dragon Ball","Yabaï - Alors qu'elle parcourt les routes de montagnes à moto, Bulma fait une bien étrange rencontre en la personne de Sangoku, un petit garçon étonnamment fort, résistant et possédant une queue, comme les singes. Il possède un trésor qu'elle recherche, une boule de cristal, mais ne veut pas la lui céder, c'est un cadeaux que lui a laissé son grand-père Sangohan. Ils trouvent finalement un compromis, et Sangoku part avec elle à la recherche des 7 boules de cristal dont on dit qu'elles exaucent n'importe quel souhait une fois réunis.","Armée du Red Ribon","La Tour Karin","Blue est sur le chemin du retour pour ramener au Général Red le Dragon Radar fabriqué par Bulma. Goku, quant à lui, se dirige vers des terres volcaniques, dirigées par le Commandant Yellow, qui abritent une Dragon Ball.","2:02:02","58 - 68","31_Dragon Ball_La Tour Karin.webp"
"Dragon Ball","Yabaï - Alors qu'elle parcourt les routes de montagnes à moto, Bulma fait une bien étrange rencontre en la personne de Sangoku, un petit garçon étonnamment fort, résistant et possédant une queue, comme les singes. Il possède un trésor qu'elle recherche, une boule de cristal, mais ne veut pas la lui céder, c'est un cadeaux que lui a laissé son grand-père Sangohan. Ils trouvent finalement un compromis, et Sangoku part avec elle à la recherche des 7 boules de cristal dont on dit qu'elles exaucent n'importe quel souhait une fois réunis.","Baba la voyante","Baba la Voyante","Alors que le dragon radar fonctionne correctement, nos héros n'arrive pas à localiser la dernière boule magique. Bulma avance l'hypothèse qu'un animal a du l'avaler.","2:08:05","69 - 78","31_Dragon Ball_Baba la Voyante.webp"
